zona,anio,mes,pasajeros_mun,extranjeros_mun,dengue_ctx,residuos_ton,gini,pobreza,ingreso,oni_ctx,rnt_prestadores,rnt_camas,rnt_habitaciones,peso_turistico,nivel_turistico,score_pca,residuos_zona,alerta_residuos,alerta_presion,alerta_sanitaria,alerta_hidrica,alerta_servicios,alerta_gentrificacion,ocupacion_proxy,estacionalidad,residuos_per_turista
GUACOCHE (LA LLANTA),2018,11,205413.0,2330,234.0,165644.42,0.455,33.5,615192.0,0.97,1774.0,22975.0,13839.0,0.08,Mínimo,3.2,13251.5536,Estable,Estable,Riesgo brote,SIMULADO,SIMULADO,SIMULADO,0.7153,1.2353,0.5913
GUACOCHE (LA LLANTA),2018,12,236001.0,2844,313.0,165644.42,0.455,33.5,615192.0,0.92,1774.0,22975.0,13839.0,0.08,Mínimo,4.2,13251.5536,Estable,Estable,Riesgo brote,SIMULADO,SIMULADO,SIMULADO,0.8218,1.4193,0.5317
GUACOCHE (LA LLANTA),2019,1,232619.0,3197,283.0,161526.2,0.46359375,37.0,636424.0,0.89,3300.0,35366.0,16300.0,0.08,Mínimo,5.2,12922.096,Estable,Estable,Riesgo brote,SIMULADO,SIMULADO,SIMULADO,0.5262,1.4201,0.5273
GUACOCHE (LA LLANTA),2019,2,176764.0,3374,91.0,161526.2,0.46359375,37.0,636424.0,0.86,3300.0,35366.0,16300.0,0.08,Mínimo,3.2,12922.096,Estable,Estable,Riesgo brote,SIMULADO,SIMULADO,SIMULADO,0.3999,1.0791,0.6491
GUACOCHE (LA LLANTA),2019,3,195542.0,3221,61.0,161526.2,0.46359375,37.0,636424.0,0.84,3300.0,35366.0,16300.0,0.08,Mínimo,3.0,12922.096,Estable,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.4423,1.1937,0.6022
GUACOCHE (LA LLANTA),2019,4,188024.0,2498,29.0,161526.2,0.46359375,37.0,636424.0,0.77,3300.0,35366.0,16300.0,0.08,Mínimo,2.4,12922.096,Estable,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.4253,1.1478,0.6201
GUACOCHE (LA LLANTA),2019,5,177279.0,2026,15.0,161526.2,0.46359375,37.0,636424.0,0.64,3300.0,35366.0,16300.0,0.08,Mínimo,2.1,12922.096,Estable,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.401,1.0822,0.6477
GUACOCHE (LA LLANTA),2019,6,196391.0,2252,21.0,161526.2,0.46359375,37.0,636424.0,0.52,3300.0,35366.0,16300.0,0.08,Mínimo,2.3,12922.096,Estable,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.4442,1.1989,0.6002
GUACOCHE (LA LLANTA),2019,7,213171.0,2621,33.0,161526.2,0.46359375,37.0,636424.0,0.33,3300.0,35366.0,16300.0,0.08,Mínimo,2.6,12922.096,Estable,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.4822,1.3013,0.564
GUACOCHE (LA LLANTA),2019,8,198432.0,2714,19.0,161526.2,0.46359375,37.0,636424.0,0.19,3300.0,35366.0,16300.0,0.08,Mínimo,2.5,12922.096,Estable,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.4489,1.2114,0.5955
GUACOCHE (LA LLANTA),2019,9,0.0,2022,23.0,161526.2,0.46359375,37.0,636424.0,0.23,3300.0,35366.0,16300.0,0.08,Mínimo,1.2,12922.096,Estable,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.0,0.0,0.0
GUACOCHE (LA LLANTA),2019,10,171897.0,1897,31.0,161526.2,0.46359375,37.0,636424.0,0.39,3300.0,35366.0,16300.0,0.08,Mínimo,2.2,12922.096,Estable,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.3888,1.0494,0.6625
GUACOCHE (LA LLANTA),2019,11,0.0,2366,49.0,161526.2,0.46359375,37.0,636424.0,0.58,3300.0,35366.0,16300.0,0.08,Mínimo,1.6,12922.096,Estable,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.0,0.0,0.0
GUACOCHE (LA LLANTA),2019,12,215601.0,2761,41.0,161526.2,0.46359375,37.0,636424.0,0.66,3300.0,35366.0,16300.0,0.08,Mínimo,2.8,12922.096,Estable,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.4877,1.3162,0.5592
GUACOCHE (LA LLANTA),2020,1,211581.0,3454,75.0,171798.72,0.4825,46.8,552073.0,0.64,3083.0,32997.0,15222.0,0.08,Mínimo,5.4,13743.8976,Estable,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.513,3.2726,0.5944
GUACOCHE (LA LLANTA),2020,2,165255.0,3941,52.0,171798.72,0.4825,46.8,552073.0,0.63,3083.0,32997.0,15222.0,0.08,Mínimo,5.1,13743.8976,Estable,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.4007,2.5561,0.7128
GUACOCHE (LA LLANTA),2020,3,101155.0,1626,36.0,171798.72,0.4825,46.8,552073.0,0.53,3083.0,32997.0,15222.0,0.08,Mínimo,3.9,13743.8976,Estable,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.2452,1.5646,0.9926
GUACOCHE (LA LLANTA),2020,4,0.0,3,10.0,171798.72,0.4825,46.8,552073.0,0.3,3083.0,32997.0,15222.0,0.08,Mínimo,2.6,13743.8976,Estable,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.0,0.0,0.0
GUACOCHE (LA LLANTA),2020,5,0.0,2,7.0,171798.72,0.4825,46.8,552073.0,0.01,3083.0,32997.0,15222.0,0.08,Mínimo,2.6,13743.8976,Estable,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.0,0.0,0.0
GUACOCHE (LA LLANTA),2020,6,11.0,10,14.0,171798.72,0.4825,46.8,552073.0,-0.23,3083.0,32997.0,15222.0,0.08,Mínimo,2.6,13743.8976,Estable,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.0,0.0002,9.6562
GUACOCHE (LA LLANTA),2020,7,29.0,4,1.0,171798.72,0.4825,46.8,552073.0,-0.36,3083.0,32997.0,15222.0,0.08,Mínimo,2.5,13743.8976,Estable,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.0001,0.0004,8.687
GUACOCHE (LA LLANTA),2020,8,2.0,6,8.0,171798.72,0.4825,46.8,552073.0,-0.53,3083.0,32997.0,15222.0,0.08,Mínimo,2.6,13743.8976,Estable,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.0,0.0,11.3609
GUACOCHE (LA LLANTA),2020,9,21167.0,25,28.0,171798.72,0.4825,46.8,552073.0,-0.85,3083.0,32997.0,15222.0,0.08,Mínimo,2.8,13743.8976,Estable,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.0513,0.3274,2.2101
GUACOCHE (LA LLANTA),2020,10,55172.0,219,51.0,171798.72,0.4825,46.8,552073.0,-1.12,3083.0,32997.0,15222.0,0.08,Mínimo,3.3,13743.8976,Estable,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.1338,0.8534,1.4144
GUACOCHE (LA LLANTA),2020,11,89337.0,402,78.0,171798.72,0.4825,46.8,552073.0,-1.2,3083.0,32997.0,15222.0,0.08,Mínimo,3.8,13743.8976,Estable,Estable,Vigilancia,SIMULADO,SIMULADO,SIMULADO,0.2166,1.3818,1.0726
GUACOCHE (LA LLANTA),2020,12,132112.0,912,120.0,171798.72,0.4825,46.8,552073.0,-1.08,3083.0,32997.0,15222.0,0.08,Mínimo,4.5,13743.8976,Estable,Estable,Vigilancia,SIMULADO,SIMULADO,SIMULADO,0.3203,2.0434,0.8331
GUACOCHE (LA LLANTA),2021,1,164436.0,844,76.0,189859.54,0.50140625,45.8,675128.0,-0.91,3953.0,35851.0,17313.0,0.08,Mínimo,5.5,15188.7632,Alerta,Estable,Vigilancia,SIMULADO,SIMULADO,SIMULADO,0.3669,0.7803,0.7676
GUACOCHE (LA LLANTA),2021,2,148604.0,656,51.0,189859.54,0.50140625,45.8,675128.0,-0.79,3953.0,35851.0,17313.0,0.08,Mínimo,5.1,15188.7632,Alerta,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.3316,0.7052,0.8231
GUACOCHE (LA LLANTA),2021,3,174935.0,691,31.0,189859.54,0.50140625,45.8,675128.0,-0.71,3953.0,35851.0,17313.0,0.08,Mínimo,5.1,15188.7632,Alerta,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.3904,0.8301,0.7349
GUACOCHE (LA LLANTA),2021,4,114938.0,506,16.0,189859.54,0.50140625,45.8,675128.0,-0.55,3953.0,35851.0,17313.0,0.08,Mínimo,4.6,15188.7632,Alerta,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.2565,0.5454,0.9753
GUACOCHE (LA LLANTA),2021,5,135149.0,490,19.0,189859.54,0.50140625,45.8,675128.0,-0.39,3953.0,35851.0,17313.0,0.08,Mínimo,4.7,15188.7632,Alerta,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.3016,0.6413,0.8775
GUACOCHE (LA LLANTA),2021,6,213724.0,827,14.0,189859.54,0.50140625,45.8,675128.0,-0.3,3953.0,35851.0,17313.0,0.08,Mínimo,5.2,15188.7632,Alerta,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.4769,1.0142,0.6357
GUACOCHE (LA LLANTA),2021,7,248664.0,1208,24.0,189859.54,0.50140625,45.8,675128.0,-0.35,3953.0,35851.0,17313.0,0.08,Mínimo,5.6,15188.7632,Alerta,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.5549,1.18,0.5673
GUACOCHE (LA LLANTA),2021,8,251265.0,1342,60.0,189859.54,0.50140625,45.8,675128.0,-0.45,3953.0,35851.0,17313.0,0.08,Mínimo,6.0,15188.7632,Alerta,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.5607,1.1923,0.5628
GUACOCHE (LA LLANTA),2021,9,226009.0,1524,149.0,189859.54,0.50140625,45.8,675128.0,-0.63,3953.0,35851.0,17313.0,0.08,Mínimo,6.7,15188.7632,Alerta,Estable,Vigilancia,SIMULADO,SIMULADO,SIMULADO,0.5043,1.0725,0.6098
GUACOCHE (LA LLANTA),2021,10,238273.0,1642,192.0,189859.54,0.50140625,45.8,675128.0,-0.76,3953.0,35851.0,17313.0,0.08,Mínimo,7.2,15188.7632,Alerta,Estable,Vigilancia,SIMULADO,SIMULADO,SIMULADO,0.5317,1.1307,0.586
GUACOCHE (LA LLANTA),2021,11,295078.0,2199,190.0,189859.54,0.50140625,45.8,675128.0,-0.91,3953.0,35851.0,17313.0,0.08,Mínimo,7.6,15188.7632,Alerta,Alerta,Vigilancia,SIMULADO,SIMULADO,SIMULADO,0.6585,1.4002,0.4968
GUACOCHE (LA LLANTA),2021,12,317718.0,2963,114.0,189859.54,0.50140625,45.8,675128.0,-0.87,3953.0,35851.0,17313.0,0.08,Mínimo,7.3,15188.7632,Alerta,Estable,Vigilancia,SIMULADO,SIMULADO,SIMULADO,0.709,1.5077,0.4685
GUACOCHE (LA LLANTA),2022,1,334728.0,2866,37.0,189210.28,0.51,44.4,793050.0,-0.82,5943.0,51942.0,25557.0,0.08,Mínimo,7.6,15136.8224,Estable,Alerta,Normal,SIMULADO,SIMULADO,SIMULADO,0.5155,1.0789,0.4481
GUACOCHE (LA LLANTA),2022,2,267945.0,2879,25.0,189210.28,0.51,44.4,793050.0,-0.79,5943.0,51942.0,25557.0,0.08,Mínimo,7.1,15136.8224,Estable,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.4127,0.8636,0.5342
GUACOCHE (LA LLANTA),2022,3,307052.0,3341,26.0,189210.28,0.51,44.4,793050.0,-0.86,5943.0,51942.0,25557.0,0.08,Mínimo,7.5,15136.8224,Estable,Alerta,Normal,SIMULADO,SIMULADO,SIMULADO,0.4729,0.9897,0.4801
GUACOCHE (LA LLANTA),2022,4,311634.0,3628,12.0,189210.28,0.51,44.4,793050.0,-0.95,5943.0,51942.0,25557.0,0.08,Mínimo,7.5,15136.8224,Estable,Alerta,Normal,SIMULADO,SIMULADO,SIMULADO,0.48,1.0044,0.4745
GUACOCHE (LA LLANTA),2022,5,298489.0,2888,22.0,189210.28,0.51,44.4,793050.0,-0.9,5943.0,51942.0,25557.0,0.08,Mínimo,7.3,15136.8224,Estable,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.4597,0.9621,0.491
GUACOCHE (LA LLANTA),2022,6,322276.0,3129,33.0,189210.28,0.51,44.4,793050.0,-0.78,5943.0,51942.0,25557.0,0.08,Mínimo,7.6,15136.8224,Estable,Alerta,Normal,SIMULADO,SIMULADO,SIMULADO,0.4964,1.0387,0.4619
GUACOCHE (LA LLANTA),2022,7,360067.0,4576,45.0,189210.28,0.51,44.4,793050.0,-0.76,5943.0,51942.0,25557.0,0.08,Mínimo,8.3,15136.8224,Estable,Alerta,Normal,SIMULADO,SIMULADO,SIMULADO,0.5546,1.1605,0.4223
GUACOCHE (LA LLANTA),2022,8,333779.0,4328,69.0,189210.28,0.51,44.4,793050.0,-0.87,5943.0,51942.0,25557.0,0.08,Mínimo,8.3,15136.8224,Estable,Alerta,Normal,SIMULADO,SIMULADO,SIMULADO,0.5141,1.0758,0.4491
GUACOCHE (LA LLANTA),2022,9,286382.0,3493,47.0,189210.28,0.51,44.4,793050.0,-0.97,5943.0,51942.0,25557.0,0.08,Mínimo,7.6,15136.8224,Estable,Alerta,Normal,SIMULADO,SIMULADO,SIMULADO,0.4411,0.9231,0.5072
GUACOCHE (LA LLANTA),2022,10,304370.0,3332,55.0,189210.28,0.51,44.4,793050.0,-0.94,5943.0,51942.0,25557.0,0.08,Mínimo,7.7,15136.8224,Estable,Alerta,Normal,SIMULADO,SIMULADO,SIMULADO,0.4688,0.981,0.4834
GUACOCHE (LA LLANTA),2022,11,279156.0,5016,59.0,189210.28,0.51,44.4,793050.0,-0.85,5943.0,51942.0,25557.0,0.08,Mínimo,8.2,15136.8224,Estable,Alerta,Normal,SIMULADO,SIMULADO,SIMULADO,0.43,0.8998,0.5175
GUACOCHE (LA LLANTA),2022,12,317192.0,4845,87.0,189210.28,0.51,44.4,793050.0,-0.71,5943.0,51942.0,25557.0,0.08,Mínimo,8.6,15136.8224,Estable,Alerta,Vigilancia,SIMULADO,SIMULADO,SIMULADO,0.4885,1.0224,0.4678
GUACOCHE (LA LLANTA),2023,1,348299.0,5328,98.0,173919.45,0.49,41.5,890316.0,-0.54,6902.0,62928.0,25277.0,0.08,Mínimo,7.7,13913.556,Estable,Alerta,Vigilancia,SIMULADO,SIMULADO,SIMULADO,0.4428,1.4932,0.405
GUACOCHE (LA LLANTA),2023,2,273814.0,6197,45.00000000000001,173919.45,0.49,41.5,890316.0,-0.29,6902.0,62928.0,25277.0,0.08,Mínimo,7.1,13913.556,Estable,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.3481,1.1738,0.4917
GUACOCHE (LA LLANTA),2023,3,247708.0,5262,32.2,173919.45,0.49,41.5,890316.0,-0.02,6902.0,62928.0,25277.0,0.08,Mínimo,6.6,13913.556,Estable,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.3149,1.0619,0.5319
GUACOCHE (LA LLANTA),2023,4,194746.0,4379,15.6,173919.45,0.49,41.5,890316.0,0.27,6902.0,62928.0,25277.0,0.08,Mínimo,5.9,13913.556,Estable,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.2476,0.8349,0.6382
GUACOCHE (LA LLANTA),2023,5,200865.0,3771,13.6,173919.45,0.49,41.5,890316.0,0.57,6902.0,62928.0,25277.0,0.08,Mínimo,5.7,13913.556,Estable,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.2554,0.8611,0.6237
GUACOCHE (LA LLANTA),2023,6,202323.0,3983,20.4,173919.45,0.49,41.5,890316.0,0.84,6902.0,62928.0,25277.0,0.08,Mínimo,5.9,13913.556,Estable,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.2572,0.8674,0.6204
GUACOCHE (LA LLANTA),2023,7,223767.0,6892,26.0,173919.45,0.49,41.5,890316.0,1.12,6902.0,62928.0,25277.0,0.08,Mínimo,6.9,13913.556,Estable,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.2845,0.9593,0.5751
GUACOCHE (LA LLANTA),2023,8,220429.0,7768,41.0,173919.45,0.49,41.5,890316.0,1.37,6902.0,62928.0,25277.0,0.08,Mínimo,7.3,13913.556,Estable,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.2802,0.945,0.5817
GUACOCHE (LA LLANTA),2023,9,199568.0,6057,68.0,173919.45,0.49,41.5,890316.0,1.6,6902.0,62928.0,25277.0,0.08,Mínimo,7.0,13913.556,Estable,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.2537,0.8556,0.6267
GUACOCHE (LA LLANTA),2023,10,201784.0,5604,98.4,173919.45,0.49,41.5,890316.0,1.83,6902.0,62928.0,25277.0,0.08,Mínimo,7.1,13913.556,Estable,Estable,Riesgo brote,SIMULADO,SIMULADO,SIMULADO,0.2565,0.8651,0.6216
GUACOCHE (LA LLANTA),2023,11,226218.0,4061,122.0,173919.45,0.49,41.5,890316.0,1.99,6902.0,62928.0,25277.0,0.08,Mínimo,7.0,13913.556,Estable,Estable,Riesgo brote,SIMULADO,SIMULADO,SIMULADO,0.2876,0.9698,0.5703
GUACOCHE (LA LLANTA),2023,12,259624.0,4853,135.0,173919.45,0.49,41.5,890316.0,2.06,6902.0,62928.0,25277.0,0.08,Mínimo,7.5,13913.556,Estable,Alerta,Riesgo brote,SIMULADO,SIMULADO,SIMULADO,0.3301,1.113,0.5128
GUACOCHE (LA LLANTA),2024,1,267377.0,4796,98.0,197525.46749999933,0.48,37.9,929924.0,1.92,7704.0,68011.0,25710.0,0.08,Mínimo,6.6,15802.037399999948,Alerta,Estable,Riesgo brote,SIMULADO,SIMULADO,SIMULADO,0.3145,0.8945,0.5532
GUACOCHE (LA LLANTA),2024,2,234337.0,5753,45.00000000000001,197525.46749999933,0.48,37.9,929924.0,1.62,7704.0,68011.0,25710.0,0.08,Mínimo,6.2,15802.037399999948,Alerta,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.2756,0.784,0.6113
GUACOCHE (LA LLANTA),2024,3,248373.0,5180,32.2,197525.46749999933,0.48,37.9,929924.0,1.26,7704.0,68011.0,25710.0,0.08,Mínimo,6.0,15802.037399999948,Alerta,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.2922,0.831,0.5852
GUACOCHE (LA LLANTA),2024,4,256557.0,4240,15.6,197525.46749999933,0.48,37.9,929924.0,0.82,7704.0,68011.0,25710.0,0.08,Mínimo,5.5,15802.037399999948,Alerta,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.3018,0.8583,0.5709
GUACOCHE (LA LLANTA),2024,5,288112.0,4606,13.6,197525.46749999933,0.48,37.9,929924.0,0.49,7704.0,68011.0,25710.0,0.08,Mínimo,5.8,15802.037399999948,Alerta,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.3389,0.9639,0.5221
GUACOCHE (LA LLANTA),2024,6,317731.0,3871,20.4,197525.46749999933,0.48,37.9,929924.0,0.22,7704.0,68011.0,25710.0,0.08,Mínimo,5.8,15802.037399999948,Alerta,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.3737,1.063,0.4835
GUACOCHE (LA LLANTA),2024,7,331929.0,5058,26.0,197525.46749999933,0.48,37.9,929924.0,0.08,7704.0,68011.0,25710.0,0.08,Mínimo,6.3,15802.037399999948,Alerta,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.3904,1.1105,0.4669
GUACOCHE (LA LLANTA),2024,8,338443.0,5310,41.0,197525.46749999933,0.48,37.9,929924.0,-0.07,7704.0,68011.0,25710.0,0.08,Mínimo,6.5,15802.037399999948,Alerta,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.3981,1.1323,0.4597
GUACOCHE (LA LLANTA),2024,9,310573.0,4174,68.0,197525.46749999933,0.48,37.9,929924.0,-0.17,7704.0,68011.0,25710.0,0.08,Mínimo,6.3,15802.037399999948,Alerta,Estable,Normal,SIMULADO,SIMULADO,SIMULADO,0.3653,1.0391,0.4923
GUACOCHE (LA LLANTA),2024,10,319653.0,4097,98.4,197525.46749999933,0.48,37.9,929924.0,-0.21,7704.0,68011.0,25710.0,0.08,Mínimo,6.6,15802.037399999948,Alerta,Estable,Vigilancia,SIMULADO,SIMULADO,SIMULADO,0.376,1.0694,0.4812
GUACOCHE (LA LLANTA),2024,11,320168.0,5036,122.0,197525.46749999933,0.48,37.9,929924.0,-0.3,7704.0,68011.0,25710.0,0.08,Mínimo,7.1,15802.037399999948,Alerta,Estable,Vigilancia,SIMULADO,SIMULADO,SIMULADO,0.3766,1.0712,0.4805
GUACOCHE (LA LLANTA),2024,12,353516.0,6143,135.0,197525.46749999933,0.48,37.9,929924.0,-0.42,7704.0,68011.0,25710.0,0.08,Mínimo,7.7,15802.037399999948,Alerta,Alerta,Vigilancia,SIMULADO,SIMULADO,SIMULADO,0.4158,1.1827,0.4439
TAGANGA,2016,1,147917.0,2379,49.0,120312.45,0.45,37.1,543452.0,2.63,1542.0,16498.0,10007.0,0.6,Medio,18.7,72187.47,Crítico,Crítico,Normal,SIMULADO,SIMULADO,SIMULADO,5.3795,1.1707,0.5952
TAGANGA,2016,2,107775.0,2407,9.0,120312.45,0.45,37.1,543452.0,2.28,1542.0,16498.0,10007.0,0.6,Medio,14.5,72187.47,Crítico,Alerta,Normal,SIMULADO,SIMULADO,SIMULADO,3.9196,0.853,0.7497
TAGANGA,2016,3,113110.0,1980,11.0,120312.45,0.45,37.1,543452.0,1.71,1542.0,16498.0,10007.0,0.6,Medio,13.8,72187.47,Crítico,Alerta,Normal,SIMULADO,SIMULADO,SIMULADO,4.1136,0.8952,0.7245
TAGANGA,2016,4,104933.0,1899,2.0,120312.45,0.45,37.1,543452.0,1.05,1542.0,16498.0,10007.0,0.6,Medio,12.6,72187.47,Crítico,Alerta,Normal,SIMULADO,SIMULADO,SIMULADO,3.8162,0.8305,0.7639
TAGANGA,2016,5,116544.0,1653,5.0,120312.45,0.45,37.1,543452.0,0.49,1542.0,16498.0,10007.0,0.6,Medio,12.7,72187.47,Crítico,Alerta,Normal,SIMULADO,SIMULADO,SIMULADO,4.2385,0.9224,0.7092
TAGANGA,2016,6,127120.0,1427,7.0,120312.45,0.45,37.1,543452.0,0.0,1542.0,16498.0,10007.0,0.6,Medio,12.7,72187.47,Crítico,Alerta,Normal,SIMULADO,SIMULADO,SIMULADO,4.6231,1.0061,0.666
TAGANGA,2016,7,125334.0,1905,7.0,120312.45,0.45,37.1,543452.0,-0.31,1542.0,16498.0,10007.0,0.6,Medio,13.8,72187.47,Crítico,Alerta,Normal,SIMULADO,SIMULADO,SIMULADO,4.5582,0.992,0.6729
TAGANGA,2016,8,131145.0,1667,6.0,120312.45,0.45,37.1,543452.0,-0.5,1542.0,16498.0,10007.0,0.6,Medio,13.4,72187.47,Crítico,Alerta,Normal,SIMULADO,SIMULADO,SIMULADO,4.7695,1.038,0.651
TAGANGA,2016,9,128655.0,1524,7.0,120312.45,0.45,37.1,543452.0,-0.58,1542.0,16498.0,10007.0,0.6,Medio,13.0,72187.47,Crítico,Alerta,Normal,SIMULADO,SIMULADO,SIMULADO,4.6789,1.0183,0.6602
TAGANGA,2016,10,135518.0,1628,6.0,120312.45,0.45,37.1,543452.0,-0.64,1542.0,16498.0,10007.0,0.6,Medio,13.4,72187.47,Crítico,Alerta,Normal,SIMULADO,SIMULADO,SIMULADO,4.9285,1.0726,0.6354
TAGANGA,2016,11,136022.0,1766,3.0,120312.45,0.45,37.1,543452.0,-0.6,1542.0,16498.0,10007.0,0.6,Medio,13.6,72187.47,Crítico,Alerta,Normal,SIMULADO,SIMULADO,SIMULADO,4.9469,1.0766,0.6337
TAGANGA,2016,12,142087.0,2313,5.0,120312.45,0.45,37.1,543452.0,-0.45,1542.0,16498.0,10007.0,0.6,Medio,15.3,72187.47,Crítico,Alerta,Normal,SIMULADO,SIMULADO,SIMULADO,5.1674,1.1246,0.6134
TAGANGA,2017,1,160439.0,2452,9.0,169640.76,0.47,33.7,607408.0,-0.19,1542.0,16498.0,11923.0,0.6,Medio,20.1,101784.456,Crítico,Crítico,Normal,SIMULADO,SIMULADO,SIMULADO,5.8349,1.1419,0.7214
TAGANGA,2017,2,117587.0,2860,5.0,169640.76,0.47,33.7,607408.0,-0.02,1542.0,16498.0,11923.0,0.6,Medio,19.1,101784.456,Crítico,Crítico,Normal,SIMULADO,SIMULADO,SIMULADO,4.2764,0.8369,0.8931
TAGANGA,2017,3,130421.0,2310,6.0,169640.76,0.47,33.7,607408.0,0.18,1542.0,16498.0,11923.0,0.6,Medio,18.4,101784.456,Crítico,Alerta,Normal,SIMULADO,SIMULADO,SIMULADO,4.7432,0.9283,0.8332
TAGANGA,2017,4,142422.0,2172,3.0,169640.76,0.47,33.7,607408.0,0.31,1542.0,16498.0,11923.0,0.6,Medio,18.4,101784.456,Crítico,Alerta,Normal,SIMULADO,SIMULADO,SIMULADO,5.1796,1.0137,0.7844
TAGANGA,2017,5,125481.0,1878,4.0,169640.76,0.47,33.7,607408.0,0.4,1542.0,16498.0,11923.0,0.6,Medio,17.1,101784.456,Crítico,Alerta,Normal,SIMULADO,SIMULADO,SIMULADO,4.5635,0.8931,0.8552
TAGANGA,2017,6,141483.0,1970,5.0,169640.76,0.47,33.7,607408.0,0.39,1542.0,16498.0,11923.0,0.6,Medio,18.0,101784.456,Crítico,Alerta,Normal,SIMULADO,SIMULADO,SIMULADO,5.1455,1.007,0.788
TAGANGA,2017,7,155096.0,2808,4.0,169640.76,0.47,33.7,607408.0,0.19,1542.0,16498.0,11923.0,0.6,Medio,20.4,101784.456,Crítico,Crítico,Normal,SIMULADO,SIMULADO,SIMULADO,5.6405,1.1039,0.739
TAGANGA,2017,8,157727.0,2277,4.0,169640.76,0.47,33.7,607408.0,-0.07,1542.0,16498.0,11923.0,0.6,Medio,19.3,101784.456,Crítico,Crítico,Normal,SIMULADO,SIMULADO,SIMULADO,5.7362,1.1226,0.7302
TAGANGA,2017,9,132473.0,1813,2.0,169640.76,0.47,33.7,607408.0,-0.34,1542.0,16498.0,11923.0,0.6,Medio,17.0,101784.456,Crítico,Alerta,Normal,SIMULADO,SIMULADO,SIMULADO,4.8178,0.9429,0.8244
TAGANGA,2017,10,128121.0,1635,1.0,169640.76,0.47,33.7,607408.0,-0.6,1542.0,16498.0,11923.0,0.6,Medio,16.4,101784.456,Crítico,Alerta,Normal,SIMULADO,SIMULADO,SIMULADO,4.6595,0.9119,0.8433
TAGANGA,2017,11,140706.0,4877,6.0,169640.76,0.47,33.7,607408.0,-0.77,1542.0,16498.0,11923.0,0.6,Medio,24.8,101784.456,Crítico,Crítico,Normal,SIMULADO,SIMULADO,SIMULADO,5.1172,1.0015,0.791
TAGANGA,2017,12,154067.0,3073,6.0,169640.76,0.47,33.7,607408.0,-0.86,1542.0,16498.0,11923.0,0.6,Medio,21.1,101784.456,Crítico,Crítico,Normal,SIMULADO,SIMULADO,SIMULADO,5.6031,1.0965,0.7425
TAGANGA,2018,1,162348.0,3184,19.0,165644.42,0.455,33.5,615192.0,-0.77,1774.0,22975.0,13839.0,0.6,Medio,22.8,99386.652,Crítico,Crítico,Normal,SIMULADO,SIMULADO,SIMULADO,4.2398,0.9763,0.7032
TAGANGA,2018,2,123809.0,2964,6.0,165644.42,0.455,33.5,615192.0,-0.71,1774.0,22975.0,13839.0,0.6,Medio,19.9,99386.652,Crítico,Crítico,Normal,SIMULADO,SIMULADO,SIMULADO,3.2333,0.7446,0.8493
